LEFT_WRIST_X,LEFT_WRIST_Y,LEFT_THUMB_CMC_X,LEFT_THUMB_CMC_Y,LEFT_THUMB_MCP_X,LEFT_THUMB_MCP_Y,LEFT_THUMB_IP_X,LEFT_THUMB_IP_Y,LEFT_THUMB_TIP_X,LEFT_THUMB_TIP_Y,LEFT_INDEX_FINGER_MCP_X,LEFT_INDEX_FINGER_MCP_Y,LEFT_INDEX_FINGER_PIP_X,LEFT_INDEX_FINGER_PIP_Y,LEFT_INDEX_FINGER_DIP_X,LEFT_INDEX_FINGER_DIP_Y,LEFT_INDEX_FINGER_TIP_X,LEFT_INDEX_FINGER_TIP_Y,LEFT_MIDDLE_FINGER_MCP_X,LEFT_MIDDLE_FINGER_MCP_Y,LEFT_MIDDLE_FINGER_PIP_X,LEFT_MIDDLE_FINGER_PIP_Y,LEFT_MIDDLE_FINGER_DIP_X,LEFT_MIDDLE_FINGER_DIP_Y,LEFT_MIDDLE_FINGER_TIP_X,LEFT_MIDDLE_FINGER_TIP_Y,LEFT_RING_FINGER_MCP_X,LEFT_RING_FINGER_MCP_Y,LEFT_RING_FINGER_PIP_X,LEFT_RING_FINGER_PIP_Y,LEFT_RING_FINGER_DIP_X,LEFT_RING_FINGER_DIP_Y,LEFT_RING_FINGER_TIP_X,LEFT_RING_FINGER_TIP_Y,LEFT_PINKY_MCP_X,LEFT_PINKY_MCP_Y,LEFT_PINKY_PIP_X,LEFT_PINKY_PIP_Y,LEFT_PINKY_DIP_X,LEFT_PINKY_DIP_Y,LEFT_PINKY_TIP_X,LEFT_PINKY_TIP_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,RIGHT_THUMB_CMC_X,RIGHT_THUMB_CMC_Y,RIGHT_THUMB_MCP_X,RIGHT_THUMB_MCP_Y,RIGHT_THUMB_IP_X,RIGHT_THUMB_IP_Y,RIGHT_THUMB_TIP_X,RIGHT_THUMB_TIP_Y,RIGHT_INDEX_FINGER_MCP_X,RIGHT_INDEX_FINGER_MCP_Y,RIGHT_INDEX_FINGER_PIP_X,RIGHT_INDEX_FINGER_PIP_Y,RIGHT_INDEX_FINGER_DIP_X,RIGHT_INDEX_FINGER_DIP_Y,RIGHT_INDEX_FINGER_TIP_X,RIGHT_INDEX_FINGER_TIP_Y,RIGHT_MIDDLE_FINGER_MCP_X,RIGHT_MIDDLE_FINGER_MCP_Y,RIGHT_MIDDLE_FINGER_PIP_X,RIGHT_MIDDLE_FINGER_PIP_Y,RIGHT_MIDDLE_FINGER_DIP_X,RIGHT_MIDDLE_FINGER_DIP_Y,RIGHT_MIDDLE_FINGER_TIP_X,RIGHT_MIDDLE_FINGER_TIP_Y,RIGHT_RING_FINGER_MCP_X,RIGHT_RING_FINGER_MCP_Y,RIGHT_RING_FINGER_PIP_X,RIGHT_RING_FINGER_PIP_Y,RIGHT_RING_FINGER_DIP_X,RIGHT_RING_FINGER_DIP_Y,RIGHT_RING_FINGER_TIP_X,RIGHT_RING_FINGER_TIP_Y,RIGHT_PINKY_MCP_X,RIGHT_PINKY_MCP_Y,RIGHT_PINKY_PIP_X,RIGHT_PINKY_PIP_Y,RIGHT_PINKY_DIP_X,RIGHT_PINKY_DIP_Y,RIGHT_PINKY_TIP_X,RIGHT_PINKY_TIP_Y
154.51909482479095,218.71777892112732,150.3783667087555,209.1360878944397,143.67685317993164,202.23676204681396,138.08415591716766,196.78272128105164,133.50313067436218,192.55658626556396,138.69055330753326,214.42406058311462,128.7236112356186,217.88271188735962,123.30560088157654,220.55089712142944,118.97761881351471,222.35021591186523,138.78322899341583,222.66623497009277,128.40250074863434,228.53152513504028,121.94525599479675,232.27148175239563,117.4659937620163,235.11199593544006,139.2750084400177,228.96168112754822,130.0318604707718,234.74292993545532,123.46062362194061,238.00718426704407,118.62370133399963,240.56606769561768,140.18028616905212,232.82652974128723,132.42633283138275,237.89875030517578,128.0244129896164,240.95044493675232,124.02268588542938,243.4854006767273,85.81540077924728,229.88125443458557,90.1888820528984,217.03182220458984,96.71947002410889,210.602867603302,103.30795526504517,207.12416291236877,110.51018536090851,205.69232940673828,96.50423437356949,222.1409571170807,109.8834478855133,223.89601588249207,118.86201202869415,223.62467527389526,125.2806544303894,222.79270768165588,98.24047654867172,231.34552359580994,114.49478924274445,232.77208805084229,125.77620148658752,229.7216796875,133.23989868164062,226.2171721458435,99.99971866607666,238.24085116386414,115.21725654602051,239.83404159545898,125.10330140590668,237.40792274475098,130.95135748386383,234.4474446773529,101.7930194735527,242.91146159172058,113.90829384326935,244.88867282867432,120.63640594482422,243.65387082099915,124.31874990463257,241.46318554878235
158.87796878814697,218.46156358718872,155.9385198354721,208.02665829658508,149.11280035972595,200.05666136741638,143.60230207443237,194.20342803001404,138.44003856182098,188.5772442817688,138.6879998445511,210.50816416740417,129.72224056720734,211.10201716423035,125.19906878471375,212.55740642547607,121.49751126766205,213.82489204406738,137.76846528053284,217.46118783950806,127.98253118991852,220.62068104743958,122.53126323223114,223.45781683921814,117.60851204395294,226.91852927207947,138.7305325269699,223.13651323318481,129.27409529685974,227.2783124446869,123.69972288608551,230.0603711605072,119.2723685503006,233.2366168498993,141.55452489852905,227.4673318862915,133.88976752758026,231.23577237129211,129.143505692482,233.7053918838501,125.719975233078,236.54554963111877,80.99072635173798,224.94076013565063,85.46130180358887,213.1513524055481,92.02200561761856,207.43963956832886,98.04299622774124,203.54881763458252,103.5923033952713,199.80170130729675,99.4447785615921,218.63762736320496,111.691575050354,221.7802131175995,116.36846780776978,222.05480813980103,118.22904109954834,221.4446985721588,100.11055022478104,226.50630354881287,113.48560810089111,228.6805772781372,120.09081602096558,227.59416103363037,123.94788444042206,225.66404581069946,99.510617852211,232.6722240447998,111.74832701683044,234.77759718894958,115.26738703250885,233.49462985992432,115.67651689052582,232.02346444129944,98.16784679889679,237.44293093681335,108.46871674060822,240.13005375862122,112.27606773376465,239.45302724838257,113.03549766540527,238.02531599998474
154.45500791072845,211.81746125221252,154.2537224292755,202.024884223938,151.88453435897827,194.55873250961304,149.86114025115967,188.29892992973328,148.79814863204956,181.30979776382446,139.414284825325,197.74508237838745,130.20136535167694,197.81065106391907,126.9822496175766,200.48660039901733,126.5601646900177,202.7453339099884,136.64867162704468,203.72819781303406,125.86527228355408,204.74978923797607,122.51477837562561,207.67502665519714,121.87190651893616,209.42057013511658,135.57196140289307,209.61966276168823,125.30709028244019,210.23553729057312,121.6506439447403,212.93333768844604,120.2694708108902,214.8661184310913,136.25736594200134,215.3022563457489,128.00862908363342,216.4075791835785,123.86517226696014,218.604633808136,120.97806930541992,220.46183466911316,76.04928731918335,217.92274117469788,79.55867171287537,206.2234652042389,87.0154595375061,197.84412503242493,92.56504207849503,192.0108675956726,96.17566376924515,188.2094645500183,94.21591222286224,201.05618476867676,106.35984420776367,203.72939109802246,104.15594279766083,205.1629912853241,100.46367287635803,205.18987894058228,95.49783825874329,208.2147479057312,108.15101087093353,211.93671226501465,105.09750723838806,213.46964955329895,101.53167128562927,213.40530514717102,95.35274147987366,215.70273518562317,106.55938982963562,220.21141529083252,103.6873072385788,220.78003883361816,100.46446144580841,219.8857879638672,94.2143851518631,222.17360973358154,103.04711401462555,225.61665534973145,100.71871876716614,225.3889548778534,97.42348104715347,224.34585332870483
152.45110273361206,196.15731596946716,155.43359756469727,190.0701367855072,155.53286969661713,184.14626717567444,155.63537120819092,179.20462608337402,156.95581197738647,175.48131346702576,142.92145371437073,182.51275300979614,137.56641626358032,179.34200882911682,137.59397864341736,182.47989892959595,139.0637218952179,185.2963924407959,138.6368054151535,185.18606781959534,131.82668209075928,182.0677661895752,132.16502845287323,185.14954090118408,133.9270305633545,187.44030714035034,136.10893964767456,188.6570394039154,130.1114934682846,185.74559450149536,130.84351122379303,188.41491103172302,132.74552822113037,190.33865690231323,135.0249195098877,192.51943945884705,129.19112026691437,190.70494890213013,127.96846210956573,191.8796682357788,128.24799120426178,193.1017005443573,82.71052122116089,206.51106238365173,78.29628467559814,197.12421774864197,79.57602024078369,188.745698928833,84.28437441587448,183.55433583259583,87.57329106330872,180.4709804058075,87.95627295970917,183.1069004535675,91.95468306541443,176.97818875312805,91.064832508564,178.42217206954956,88.5482382774353,180.7281255722046,92.41693496704102,186.43362402915955,97.27522999048233,180.50445437431335,94.86492991447449,183.8296127319336,92.2719195485115,187.3517405986786,95.26873379945755,191.9167685508728,99.92462307214737,188.30326914787292,97.24070191383362,192.9899501800537,94.83727991580963,196.58496141433716,97.09273874759674,198.5759961605072,100.53612738847733,197.01367616653442,98.19581598043442,199.6726405620575,95.95213562250137,201.45195245742798
150.4023116827011,196.21477961540222,157.35421478748322,189.23158288002014,161.8092566728592,180.1699936389923,164.44812297821045,172.18528985977173,167.91936814785004,167.13496685028076,150.26576399803162,171.56095385551453,147.47355222702026,168.6149036884308,148.70572328567505,173.75675320625305,150.16174793243408,178.3837389945984,144.29802060127258,171.56076788902283,142.630934715271,169.91894721984863,144.39510226249695,174.79993224143982,145.74224174022675,178.98760318756104,139.07631397247314,173.30756664276123,137.67490088939667,170.2883231639862,139.23688173294067,173.9429211616516,140.62184751033783,176.8412709236145,134.515340924263,176.31190180778503,133.16347002983093,169.0571630001068,134.20177817344666,166.54306650161743,135.6605315208435,165.00709176063538,83.03564965724945,182.4375605583191,92.48654812574387,175.54471254348755,96.22260242700577,168.29838871955872,96.37897074222565,162.224862575531,95.91981053352356,158.62597703933716,91.6509273648262,153.36777448654175,89.94042634963989,140.5080211162567,89.99709695577621,139.8391616344452,90.73260068893433,142.34586596488953,86.22378587722778,152.46190071105957,84.20245707035065,139.66142416000366,84.43969130516052,140.01657366752625,85.0959062576294,143.09044480323792,81.20442867279053,153.56784343719482,79.36549723148346,141.81328892707825,79.62672650814056,141.44464135169983,79.85465437173843,143.1838309764862,76.30975931882858,156.60776019096375,73.73032361268997,146.8665099143982,73.18246185779572,142.86880373954773,72.6882666349411,140.60292601585388
157.0686274766922,194.344003200531,160.21476924419403,188.59656929969788,161.14862322807312,181.84282422065735,161.21515095233917,176.58607840538025,161.47477805614471,172.1834921836853,155.5526089668274,176.20509505271912,153.27852487564087,167.31168150901794,151.90471172332764,161.33826732635498,150.4915201663971,155.8999252319336,151.36342763900757,177.60398149490356,147.8065538406372,168.26271414756775,145.23703157901764,162.1334445476532,142.90240287780762,156.2363076210022,148.1835025548935,180.12306809425354,144.08660888671875,171.76317691802979,141.81013405323029,165.95483899116516,139.8207986354828,160.26073098182678,145.92745542526245,183.84182453155518,142.20011293888092,178.07562351226807,139.86744940280914,173.92858624458313,138.13182055950165,169.405757188797,76.1387586593628,152.0789337158203,88.53569000959396,142.21317887306213,93.39387863874435,131.95841312408447,94.51929867267609,124.14427161216736,95.63555002212524,118.4675669670105,85.86436092853546,116.436208486557,85.69551318883896,102.65668034553528,86.69262796640396,94.7613799571991,87.9109114408493,88.56028854846954,79.17526423931122,116.50497734546661,78.37491005659103,101.83877646923065,79.24052774906158,93.58740448951721,80.09916096925735,87.21990406513214,73.12826961278915,119.22587633132935,71.59815698862076,105.47427415847778,72.36144840717316,98.58054280281067,73.008713722229,93.39296877384186,67.30624884366989,123.86850655078888,64.52600955963135,114.23696875572205,63.89390856027603,108.51302862167358,63.38089406490326,103.58132123947144
158.09469401836395,181.15047097206116,165.06305694580078,173.7037217617035,169.4365507364273,164.97180461883545,171.2959098815918,157.4165439605713,172.585608959198,150.81321477890015,158.5063773393631,166.67412638664246,155.77176868915558,156.65738224983215,154.54568088054657,150.37360548973083,153.94228756427765,144.66042041778564,151.6875797510147,168.21820616722107,146.88119888305664,157.9884684085846,144.41368997097015,149.90373015403748,142.76942253112793,143.4856081008911,146.48308396339417,170.34808039665222,141.71888530254364,161.20725393295288,139.73799884319305,153.7503695487976,138.5183572769165,147.64553904533386,142.5500625371933,172.58787631988525,137.8134387731552,165.73522806167603,136.39870762825012,160.86891889572144,136.11497282981873,156.99974656105042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.8880010843277,183.72271299362183,166.00114166736603,173.92841577529907,169.0219509601593,163.6858308315277,170.60448467731476,155.4658019542694,172.55943596363068,148.8626742362976,159.36859667301178,161.40921354293823,156.65028512477875,151.9795036315918,155.10927021503448,145.66874623298645,153.78934264183044,139.92098689079285,153.48265171051025,163.45884323120117,148.8646513223648,153.47137331962585,146.06585562229156,145.60956239700317,143.63930225372314,138.61818313598633,148.90416741371155,166.84075236320496,144.14659023284912,157.59164690971375,141.83600664138794,150.37317156791687,139.94387805461884,143.99515628814697,145.57327508926392,171.52157545089722,140.94410955905914,164.5199680328369,138.02516341209412,159.17386531829834,135.61471939086914,154.4955837726593,67.741639316082,103.76178622245789,79.12419497966766,91.6166478395462,85.69984406232834,79.10228848457336,87.79056072235107,69.30936276912689,87.84879595041275,62.74577617645264,78.50504904985428,72.06197679042816,80.88691681623459,56.98329836130142,85.02879023551941,53.780657052993774,88.21179449558258,53.5114860534668,70.92092603445053,73.96719574928284,74.15550649166107,58.57375741004944,78.0962947010994,56.516929268836975,80.59023320674896,57.30126619338989,64.30843949317932,77.09185123443604,67.66477257013321,63.12724381685257,71.12992823123932,62.95120716094971,73.060402572155,65.82362234592438,59.00544136762619,80.49151241779327,58.09890568256378,70.73337018489838,59.41400170326233,68.55645418167114,60.586247742176056,68.70017528533936
159.32651460170746,173.5415279865265,165.25281429290771,165.7777988910675,168.70305597782135,155.9539020061493,169.9456411600113,148.0377733707428,171.35967135429382,142.57303953170776,157.60396599769592,152.78489351272583,155.1234394311905,142.77461171150208,153.38391780853271,137.34183311462402,152.34453320503235,132.77889728546143,151.2787002325058,154.71463680267334,145.9678602218628,143.59163999557495,143.11201214790344,136.867835521698,141.0821968317032,131.31617784500122,146.32001280784607,157.94498324394226,140.9637862443924,148.22832703590393,138.5470962524414,142.00100660324097,136.96588933467865,136.5563726425171,142.71658837795258,162.3373568058014,137.42284655570984,155.76551795005798,135.1260942220688,151.89860820770264,133.81188690662384,148.44215750694275,61.591936647892,101.47318184375763,55.43638855218887,86.70080959796906,54.4964262843132,75.47354757785797,53.66165041923523,65.38674056529999,51.909630596637726,58.165185153484344,63.98976981639862,69.23831582069397,68.20753365755081,55.30363738536835,69.34199720621109,51.398449540138245,69.41372573375702,50.96871197223663,70.45428693294525,71.5801066160202,73.78419667482376,58.1596565246582,73.06742459535599,55.31075447797775,71.17988973855972,55.43277561664581,75.51970660686493,75.41914463043213,78.9780780673027,64.1755872964859,77.62761533260345,62.01193690299988,75.61322718858719,62.065816819667816,79.1566264629364,79.6950489282608,82.92366027832031,71.5347695350647,81.47154092788696,69.00596618652344,79.53874468803406,68.10871660709381
158.8405555486679,172.91478991508484,164.7581309080124,164.37489867210388,167.88268089294434,154.58890795707703,168.7125688791275,146.8186390399933,170.45111417770386,141.13192319869995,157.27882504463196,151.636860370636,154.21584606170654,141.91499710083008,152.44886219501495,135.7523775100708,150.82051634788513,130.22624373435974,151.00233793258667,153.92020344734192,146.0054486989975,143.78191471099854,143.02797317504883,136.60199642181396,140.5382341146469,130.28042197227478,146.17148637771606,157.33574151992798,141.37022495269775,148.1985878944397,138.912091255188,141.60040378570557,137.03928887844086,136.05711460113525,142.57422029972076,161.7597758769989,137.5314313173294,155.43045282363892,134.97128427028656,151.21598720550537,133.1442815065384,147.46264100074768,60.841268599033356,96.84373199939728,55.49804091453552,82.03452289104462,54.21672821044922,70.05671560764313,53.53654325008392,59.52425926923752,51.03138953447342,51.52563512325287,61.956599950790405,64.21147882938385,69.14598762989044,52.19234436750412,71.20241403579712,48.650383949279785,71.40201598405838,47.112913727760315,68.47936481237411,67.54675686359406,75.84527313709259,55.277098417282104,75.6746917963028,55.83545506000519,74.2546534538269,57.37688481807709,73.84043544530869,72.04169869422913,79.48833256959915,61.309119164943695,78.43695044517517,62.699691355228424,76.60627394914627,64.80647087097168,78.08431595563889,76.60668015480042,81.8654876947403,68.51434826850891,80.08820235729218,68.61863672733307,77.97682642936707,70.05163252353668
159.11729335784912,170.88491916656494,164.4775629043579,161.96472644805908,166.97983145713806,151.9943344593048,167.70517766475677,144.38945174217224,169.19061720371246,138.96556854248047,155.7139527797699,149.20502305030823,152.78357863426208,140.9130871295929,151.31839156150818,135.0013518333435,149.66782808303833,129.16440606117249,149.73498165607452,151.75524353981018,144.82727587223053,143.0266273021698,141.48503065109253,135.65717816352844,138.4967404603958,128.65247130393982,145.44619023799896,155.5711829662323,140.91020107269287,148.29346179962158,140.8112794160843,143.37754607200623,141.48881077766418,139.64828252792358,142.19814777374268,160.42109608650208,136.86656713485718,154.13986086845398,133.86111617088318,149.0140974521637,131.68639183044434,144.3075954914093,60.85441768169403,94.54031229019165,56.79407358169556,79.70821380615234,56.336528062820435,67.97237992286682,56.6669762134552,57.491323947906494,55.95652520656586,50.17011761665344,64.72215056419373,62.85769701004028,72.96923518180847,52.597340643405914,74.4234636425972,54.34320569038391,72.98267215490341,57.614503502845764,70.46396881341934,65.92568695545197,78.59387576580048,58.332287669181824,78.52744817733765,61.670045256614685,75.77663004398346,65.3175687789917,75.12557208538055,70.55175840854645,81.64311110973358,65.39579093456268,81.29249811172485,68.57412874698639,78.2744425535202,71.60116732120514,78.84937852621078,75.50483644008636,84.47843134403229,72.36698508262634,83.50415378808975,74.75374102592468,80.64015090465546,77.2584617137909
157.75711119174957,170.6553590297699,162.87293672561646,161.59976720809937,165.1162165403366,151.7803955078125,166.1813485622406,144.00453209877014,167.70868241786957,138.05988073349,153.74723553657532,148.80950331687927,150.69999039173126,140.25487422943115,149.24671947956085,134.4014859199524,147.85090148448944,128.64603996276855,148.1812870502472,151.5433657169342,143.19332242012024,142.65207529067993,139.85300481319427,135.39106011390686,137.0138293504715,128.22651505470276,144.12138104438782,155.5573284626007,139.26281690597534,147.69314646720886,137.58591771125793,141.2692129611969,136.7729902267456,135.86374044418335,141.13854825496674,160.79724431037903,135.55378675460815,154.4954752922058,132.41009831428528,149.42376613616943,129.89427387714386,144.70550179481506,61.21905595064163,94.62237000465393,58.96385997533798,79.87101972103119,60.175647139549255,68.4163361787796,61.26581937074661,58.60393047332764,59.83566731214523,52.313551902770996,67.60808944702148,63.99165868759155,76.62305295467377,55.47152251005173,76.93908154964447,57.477008402347565,74.60847705602646,60.886645913124084,72.671919465065,67.62992262840271,81.49139910936356,61.344731748104095,80.73072373867035,63.84079724550247,77.21197038888931,67.06928014755249,76.70220404863358,72.83892154693604,83.95833849906921,68.02630245685577,83.14212530851364,70.38352847099304,79.62920486927032,73.01782131195068,79.87531363964081,78.40527832508087,86.30709260702133,74.66994762420654,85.23740440607071,75.97234070301056,81.99696600437164,77.77467370033264
156.28089666366577,170.73472023010254,160.3485882282257,160.7853889465332,162.19404101371765,151.22193813323975,163.41694951057434,143.54455947875977,163.87348115444183,137.41471648216248,150.0248122215271,148.94739747047424,147.29529798030853,140.35810112953186,146.00696325302124,134.60192680358887,145.16464591026306,129.07790064811707,145.00912249088287,152.01167583465576,139.9397349357605,143.0849277973175,136.5564340353012,135.92538833618164,133.99974167346954,128.6235922574997,141.46479070186615,156.51849627494812,136.9122415781021,149.28667783737183,136.07445538043976,143.96095395088196,136.33438289165497,139.8541009426117,139.13466811180115,161.93260073661804,133.4240484237671,156.01107120513916,130.1154488325119,150.92600345611572,128.0059379339218,146.16395950317383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
